mmsi,type,type_specific,name,country_iso
247013910,Sailing Vessel,Sailing Vessel,AXEROFTOLA,IT
247013780,Sailing Vessel,Sailing Vessel,PAMPERO,IT
247013750,Pleasure Craft,Pleasure Craft,GATTO ROGNOSO 6,IT
247013610,Pleasure Craft,Pleasure Craft,BOMBI,IT
247013600,Tanker,Oil or Chemical Tanker,FALESIA,IT
247013590,Pleasure Craft,Pleasure Craft,SUPER G,IT
247013510,Sailing Vessel,Sailing Vessel,BLUE,IT
247013420,Sailing Vessel,Sailing Vessel,MISTER CRAB,IT
247013410,Pleasure Craft,Pleasure Craft,BIANCA,IT
247013400,Passenger,Ro-Ro or Passenger Ship,MEGA EXPRESS,IT
247012970,Sailing Vessel,Sailing Vessel,SANGRIA,IT
247012660,Pleasure Craft,Pleasure Craft,GANZURIA 8,IT
247012340,Sailing Vessel,Sailing Vessel,ADELANTE SOLO SAILOR,IT
247000530,Sailing Vessel,Sailing Vessel,SORA LELLA,IT
247000430,Sailing Vessel,Sailing Vessel,MAFFY ONLY ONE 3,IT
247000350,Sailing Vessel,Sailing Vessel,FRAN 304 SOLO SAILOR,IT
246884312,,,,
246884282,,,,
246846000,Cargo,Cargo or Containership,EEBORG,NL
246828000,Cargo,General Cargo,VERTOM JOY,NL
246827000,Cargo,General Cargo,HESTIA,NL
246809000,Cargo,General Cargo,SOUTHERN ROCK,NL
246802000,Cargo,General Cargo,EEMS RIVER,NL
246799000,Cargo,General Cargo,FWN ATLANTIC,NL
246789000,Cargo,General Cargo,BULKER BEE 10,NL
246788000,Cargo,General Cargo,EEMS DUBLIN,NL
246770000,Cargo,General Cargo,MOLENGRACHT,NL
246769000,Cargo,General Cargo,MINERVAGRACHT,NL
246768000,Cargo,General Cargo,MERWEDEGRACHT,NL
246671000,Cargo,General Cargo,POTTERSGRACHT,NL
246662000,Cargo,General Cargo,HAPPY DYNAMIC,NL
246661000,Cargo,General Cargo,HAPPY DRAGON,NL
246659000,Cargo,General Cargo,HAPPY DELTA,NL
246644000,,,,
246625000,Cargo,Cargo or Containership,VLIEBORG,NL
246622000,Pleasure Craft,Yacht,LATITUDE,NL
246621000,Cargo,General Cargo,FORTUNAGRACHT,NL
246620000,Cargo,General Cargo,FLEVOGRACHT,NL
246619000,Cargo,General Cargo,FLORAGRACHT,NL
246613000,Cargo,General Cargo,BERTHOLD K,NL
246605000,Tanker,LPG Tanker,CORAL PARENSIS,NL
246596000,Cargo,General Cargo,FRISIAN OCTA,NL
246591000,Cargo,General Cargo,FAGELGRACHT,NL
246530000,Cargo - Hazard A (Major),Container Ship,RIJNBORG,NL
246518000,Cargo,General Cargo,DEO VOLENTE,NL
246494000,Sailing Vessel,Passenger Ship,STAD AMSTERDAM,NL
246474000,Cargo,General Cargo,PEAK BORDEAUX,NL
246458000,Cargo,General Cargo,HOOGVLIET,NL
246452000,Cargo,General Cargo,SPAARNEGRACHT,NL
246360000,Cargo,General Cargo,VERTOM PATTY,NL
246347000,Tanker,Chemical Tanker,NQ ZINNIA,NL
246309000,Cargo,Heavy Load Carrier,JUMBO JUBILEE,NL
246293000,Cargo,General Cargo,SAIMAAGRACHT,NL
246248000,,,,
246132000,Cargo,Heavy Load Carrier,YACHT SERVANT,NL
246127000,Cargo,General Cargo,MARIT,NL
246117000,Cargo,General Cargo,UAL HOUSTON,NL
246090000,Cargo,General Cargo,EEMS RANGER,NL
246064000,Cargo,General Cargo,RDJ JOHANNA,NL
246063000,Cargo,General Cargo,EEMS ROVER,NL
246061000,Cargo,General Cargo,SAGASBANK,NL
245964000,Cargo,General Cargo,PALMGRACHT,NL
245958000,Tanker - Hazard A (Major),Chemical Tanker,LISA ESSBERGER,NL
245935000,Cargo,General Cargo,BULKER BEE 11,NL
245912000,Cargo,General Cargo,DIJKSGRACHT,NL
245745000,Cargo,General Cargo,ELKE K,NL
245726000,Cargo,General Cargo,WAALDIJK,NL
245716000,Cargo,General Cargo,AUJAQ,NL
245546000,Cargo,General Cargo,SINGELGRACHT,NL
245540000,Sailing Vessel,Passenger Ship,SIR ROBERT BADEN POWELL,NL
245535000,Cargo,General Cargo,LOIREBORG,NL
245491000,Cargo,Cargo or Containership,VOORNEBORG,NL
245471000,Cargo,General Cargo,EEMS SEA,NL
245417000,Passenger,Passenger Ship,OOSTERDAM,NL
245413000,Cargo,Cargo or Containership,DONGEBORG,NL
245394000,Cargo,General Cargo,HAPPY ROVER,NL
245392000,Cargo,General Cargo,ELISA K.,NL
245297000,Cargo,Cargo or Containership,ELBEBORG,NL
245278000,Cargo,Cargo or Containership,EEMSBORG,NL
245271000,Cargo,General Cargo,JALONBORG,NL
245196000,Tanker,Chemical Tanker,NQ CALIPSO,NL
245177000,Pleasure Craft,Pilot Ship,SEA EAGLE,NL
245170000,Cargo,General Cargo,MISSOURIBORG,NL
245153000,,,,
245086000,Cargo,General Cargo,TIDE NAVIGATOR,NL
245060000,Cargo,General Cargo,SCHELDEDIJK,NL
245058000,Cargo,General Cargo,ARCTIC ROCK,NL
245046000,Cargo,General Cargo,LINGEBORG,NL
245044000,Cargo,General Cargo,DINTELDIJK,NL
245033000,Cargo,General Cargo,DOLFIJNGRACHT,NL
245021000,Cargo,Heavy Load Carrier,FAIRLANE,NL
245017000,Cargo,General Cargo,EEMS TRANSPORTER,NL
245014000,Cargo,General Cargo,AMADEUS DIAMOND,NL
244967000,Cargo,General Cargo,AMADEUS SMARAGD,NL
244961000,Tanker,Oil or Chemical Tanker,WILHELMINE ESSBERGER,NL
244909000,Cargo,Ro-Ro or Passenger Ship,ELOBEY 6,NL
244890991,Pleasure Craft,Pleasure Craft,WINDSEEKER,NL
244890631,Sailing Vessel,Sailing Vessel,INTENSE,NL
244870765,Sailing Vessel,Sailing Vessel,ALCEDO,NL
244870430,Tanker,LPG Tanker,CORAL PEARL,NL
244870429,Tanker,LPG Tanker,CORAL PATULA,NL
244870311,Cargo,Heavy Lift Vessel,YACHT EXPRESS,NL
244870000,Cargo,Cargo or Containership,SCHELDEBANK,NL
244860255,Cargo,General Cargo,FWN STAR,NL
244860246,Pleasure Craft,Pleasure Craft,MR.BEAN2,NL
244860007,Cargo,General Cargo,MARIETJE NORA,NL
244855000,Cargo,Cargo or Containership,VIKINGBANK,NL
244854000,Cargo,Cargo or Containership,SOLENTBANK,NL
244850851,Sailing Vessel,Yacht,SEAWOLF,NL
244850612,Cargo,Cargo or Containership,VLISTBORG,NL
244850226,Cargo,General Cargo,FWN SKY,NL
244850087,Cargo,General Cargo,NORTHERN ROCK,NL
244848000,Cargo,General Cargo,DONAUGRACHT,NL
244830834,Cargo,General Cargo,ZIJLBORG,NL
244830431,Cargo,Heavy Load Carrier,BIGROLL BERING,NL
244830405,Pleasure Craft,Pleasure Craft,SILVEREN SWAEN,NL
244828000,Cargo,General Cargo,LAUWERSBORG,NL
244820585,Sailing Vessel,Sailing Vessel,SEAWOLF,NL
244820085,Sailing Vessel,Sailing Vessel,ISABELLA,NL
244810617,Cargo,Cargo or Containership,REGGEBORG,NL
244810443,Cargo,Cargo or Containership,EEMSLIFT DAFNE,NL
244790685,Tug,Tug,EN AVANT 20,NL
244790610,Sailing Vessel,Yacht,CHRONOS,NL
244790522,Tanker,LPG Tanker,CORAL STAR,NL
244790314,Cargo,General Cargo,MANISA EMY,NL
244790298,Pleasure Craft,Pleasure Craft,COFRESI,NL
244790047,Cargo,Cargo or Containership,EEMSLIFT HENDRIKA,NL
244770782,Sailing Vessel,Sailing Vessel,LIONHEART,NL
244770437,,,,
244770393,Cargo,General Cargo,FWN SUN,NL
244750554,Cargo,Cargo,GERTRUIDA,NL
244732796,Sailing Vessel,Sailing Vessel,SUNDAY,NL
244729039,Pleasure Craft,Pleasure Craft,XAZZARO,NL
244726875,Pleasure Craft,Pleasure Craft,SKIP,NL
244726000,Cargo,General Cargo,DYNAMOGRACHT,NL
244710117,Cargo,General Cargo,MANISA KATE,NL
244694000,Cargo,General Cargo,VEENDIJK,NL
244690153,Sailing Vessel,Sailing Vessel,TEMPEST,NL
244675000,Cargo,General Cargo,LADY HELENE,NL
244662000,Cargo,General Cargo,FILIA ARIEA,NL
244660596,Pleasure Craft,Pleasure Craft,FLUX CAPACITOR,NL
244650317,,,,
244650316,Pleasure Craft,Pleasure Craft,SWALKER,NL
244650177,,,LADY DUVERA,
244617000,Cargo,Cargo or Containership,STROOMBANK,NL
244615527,Sailing Vessel,Sailing Vessel,MAD MAX,NL
244559000,Cargo,Heavy Load Carrier,HAPPY RIVER,NL
244455170,Pleasure Craft,Pleasure Craft,VIVA LA VIDA,NL
244397000,Cargo - Hazard D (Recognizable),General Cargo,RDJ RIJNSTROOM,NL
244395592,Sailing Vessel,Sailing Vessel,NON FERROUS,NL
244384554,Sailing Vessel,Sailing Vessel,PAPER MOON,NL
244375301,Sailing Vessel,Sailing Vessel,OPUS NEXT,NL
244363000,Tanker - Hazard B,Chemical Tanker,ANNELIESE ESSBERGER,NL
244347000,Cargo,General Cargo,EASTERN ROCK,NL
244336000,Cargo,General Cargo,DANIEL K.,NL
244266000,Cargo,General Cargo,SINAA,NL
244262000,Cargo,General Cargo,QAMUTIK,NL
244243000,Cargo,General Cargo,ELISABETH K,NL
244220000,,,,
244201560,Sailing Vessel,Sailing Vessel,MANDABRASA,NL
244183443,Sailing Vessel,Sailing Vessel,ALCYONE,NL
244178453,Sailing Vessel,Sailing Vessel,NOMAD,NL
244171000,,,,
244170505,Law Enforce,Law Enforce,4 YF 534,NL
244170504,Tug,Tug,NORA B,NL
244155000,Cargo,General Cargo,DELTAGRACHT,NL
244150516,Cargo,General Cargo,FWN SPACE,NL
244142000,Cargo,General Cargo,DIAMANTGRACHT,NL
244140580,Passenger,Passenger Ship,NIEUW STATENDAM,NL
244140321,Cargo,General Cargo,FWN SPIRIT,NL
244139617,Sailing Vessel,Sailing Vessel,ENJOY2,NL
244131152,Pleasure Craft,Yacht,ENVY,NL
244130520,Sailing Vessel,Sailing Vessel,ALIKOR,NL
244129000,Cargo,General Cargo,POOLGRACHT,NL
244124420,Sailing Vessel,Sailing Vessel,LUNA,NL
244122205,Pleasure Craft,Pleasure Craft,AMMIRAGLIO,NL
244121000,Cargo,General Cargo,PIETERSGRACHT,NL
244117000,Cargo,General Cargo,PAUWGRACHT,NL
244110824,Cargo,General Cargo,LADY HESTIA,NL
244100464,Sailing Vessel,Sailing Vessel,PAULINA,NL
244090726,Sailing Vessel,Sailing Vessel,GROTE MEES,NL
244085000,,,DUTCH SPIRIT,
244060083,Cargo,General Cargo,EGBERT WAGENBORG,NL
244054000,Cargo,General Cargo,JONABORG,NL
244050289,Sailing Vessel,Sailing Vessel,JAY WALKER2,NL
244045738,Sailing Vessel,Sailing Vessel,MILES,NL
244041090,Sailing Vessel,Sailing Vessel,NEYTIRI,NL
244040000,Cargo,General Cargo,HUMBERGRACHT,NL
244036000,Tanker,LPG Tanker,CORAL LEAF,NL
244024231,Sailing Vessel,Sailing Vessel,DUTCH OSPREY,NL
244022314,Sailing Vessel,Sailing Vessel,PURA VIDA,NL
244022000,Cargo,General Cargo,HOUTMANGRACHT,NL
244020808,Cargo,General Cargo,LADY HARRIET,NL
244020048,Cargo,General Cargo,NUNALIK,NL
244013001,Sailing Vessel,Sailing Vessel,JUNO,NL
244010886,Sailing Vessel,Sailing Vessel,SHIRIS,NL
244008000,Cargo,General Cargo,KARL JAKOB K,NL
244002000,Cargo,General Cargo,EEMS RUNNER,NL
242932952,,,,
241859000,Cargo,Vehicles Carrier,NEPTUNE THALASSA,GR
241843000,Tanker,Oil or Chemical Tanker,SEAVEN GRACE,GR
241841000,Pleasure Craft,Yacht,SOMETHING COOL,GR
241816000,Cargo,Vehicles Carrier,NEPTUNE ETHOS,GR
241812000,Other,Vehicles Carrier,NEPTUNE THARROS,GR
241779000,Tanker,Crude Oil Tanker,SEA CORAL,GR
241778000,Tanker,Crude Oil Tanker,SEA AMETHYST,GR
241777000,Tanker,Crude Oil Tanker,KRITI FUTURE,GR
241770000,Tanker,Crude Oil Tanker,ATLANTIC,GR
241766000,Tanker,LNG Tanker,TENERGY,GR
241747000,Tanker,LNG Tanker,ISABELLA,GR
241732000,,,,
241731000,Tanker,Crude Oil Tanker,SEA TURTLE,GR
241718000,Pleasure Craft,Yacht,GECO,GR
241706000,Passenger,Yacht,ELEGANT 007,GR
241700000,Tanker,Crude Oil Tanker,MARAN PHOEBE,GR
241662000,Tanker,LNG Tanker,GASLOG WARSAW,GR
241643000,Tanker,Crude Oil Tanker,SOFIA,GR
241629000,,,,
241627000,Tanker,Crude Oil Tanker,SEA PUMA,GR
241618000,Tanker,Oil Products Tanker,SEA PANTHER,GR
241580000,Tanker,Crude Oil Tanker,ITHAKI WARRIOR,GR
241509000,Tanker,Oil Products Tanker,CPTN KOSTAS,GR
241501000,Tanker,Crude Oil Tanker,RELIABLE WARRIOR,GR
241493000,Tanker,Crude Oil Tanker,AEGEAN VISION,GR
241491000,Tanker,Crude Oil Tanker,MARAN HELEN,GR
241458000,Tanker,Crude Oil Tanker,APACHE,GR
241452000,Tanker,LNG Tanker,MARAN GAS OLYMPIAS,GR
241444000,Tanker,Crude Oil Tanker,AEGEAN MARATHON,GR
241422000,Tanker,Crude Oil Tanker,DILIGENT WARRIOR,GR
241416000,Pleasure Craft,Yacht,MARLA,GR
241406000,Tanker,Crude Oil Tanker,SYROS WARRIOR,GR
241359000,Tanker,Crude Oil Tanker,NISSOS CHRISTIANA,GR
241343000,Tanker,Crude Oil Tanker,MINERVA ELPIDA,GR
241320000,Pleasure Craft,Yacht,SERENITY,GR
241291000,Tanker,LNG Tanker,MARAN GAS EFESSOS,GR
241265000,,,,
241132000,Tanker,Crude Oil Tanker,MINERVA KYTHNOS,GR
240941000,Tanker,Oil or Chemical Tanker,KRITI RUBY,GR
240893000,Tanker,Crude Oil Tanker,MARAN PYTHIA,GR
240788000,Tanker,Oil or Chemical Tanker,MINERVA JOANNA,GR
240787000,Tanker,Oil or Chemical Tanker,MINERVA ANTONIA,GR
240743000,Cargo - Hazard A (Major),Cement Carrier,SEAVEN PROGRESS,GR
240657000,Tanker,Crude Oil Tanker,AEGEAN NOBILITY,GR
240630000,Cargo,Cement Carrier,SEAVEN STAR,GR
240565000,Tanker - Hazard A (Major),Crude Oil Tanker,PROPONTIS,GR
240547000,Tanker,Crude Oil Tanker,PROMITHEAS,GR
240544000,Other,Cement Carrier,SEAVEN GLORY,GR
240515500,Tug,Tug,PERSEAS,GR
240463000,,,,
240245000,,,TNL TEST,
240158000,,,,
239963000,Pleasure Craft,Pleasure Craft,LADY MOH,GR
238653340,Sailing Vessel,Sailing Vessel,AMBER 1,HR
238533040,Sailing Vessel,Sailing Vessel,OPTIMUS PRIME SOLO,HR
238388340,Pleasure Craft,Pleasure Craft,MY VICTORIA,HR
238297000,Cargo,Bulk Carrier,VERUDA,HR
238269640,Sailing Vessel,Sailing Vessel,VONGOLA,HR
238252000,Tanker,Crude Oil Tanker,OLIB,HR
238233000,,,,
238072012,,,,
238041000,Pleasure Craft,Yacht,JOYME,HR
238020000,Tanker,Crude Oil Tanker,FRANKOPAN,HR
238019000,Tanker,Crude Oil Tanker,RAVA,HR
238010640,Pleasure Craft,Pleasure Craft,LADY SUNSHINE,HR
236683000,Tanker - Hazard C (Minor),Oil or Chemical Tanker,ATLANTIC MATE,GI
236627000,Pleasure Craft,Pleasure Craft,ALMA,GI
236622000,Cargo,General Cargo,CONSTANCE,GI
236583000,Passenger,General Cargo,ACCUM,GI
236553000,Cargo,General Cargo,BONACIEUX,GI
236465000,Cargo,Container Ship,WYBELSUM,GI
236287000,Sailing Vessel,Sailing Vessel,ACATPATTES,GI
236265000,,,,
236112753,Pleasure Craft,Pleasure Craft,J AND LI,GI
236112732,Pleasure Craft,Pleasure Craft,PANTHALASSA,GI
236112724,Pleasure Craft,Pleasure Craft,BASH IV,GI
236112721,Sailing Vessel,Sailing Vessel,MUNA ONE,GI
236112703,Sailing Vessel,Sailing Vessel,PURPOSE,GI
236112699,Sailing Vessel,Sailing Vessel,ARCTIC QUEEN,GI
236112608,Sailing Vessel,Sailing Vessel,AMINIKA,GI
236112338,Pleasure Craft,Pleasure Craft,MISTER JAY SEA V,GI
236112257,,,,
236111758,Tanker,Oil or Chemical Tanker,IVER BEST,GI
236111603,Cargo,General Cargo,SCHILLPLATE,GI
236111223,Pleasure Craft,Yacht,VIKING III,GI
235986965,Pleasure Craft,Pleasure Craft,TT SEA DRAGON,GB
235877000,Pleasure Craft,Pleasure Craft,OVER THE RAINBOW O L,GB
235862000,Pleasure Craft,Yacht,WHITE ROSE OF DRACHS,GB
235677000,Pleasure Craft,Yacht,TEMPO,GB
235665000,Pleasure Craft,Yacht,IS A ROSE,GB
235307000,Tanker - Hazard C (Minor),LPG Tanker,MORITZ SCHULTE,GB
235231000,Pleasure Craft,Pleasure Craft,MAYFLOWER J,GB
235136000,Sailing Vessel,Sailing Vessel,TUAMATA,GB
235118708,Pleasure Craft,Pleasure Craft,CLARITY,GB
235118285,Pleasure Craft,Pleasure Craft,NOMADES,GB
235117789,Pleasure Craft,Pleasure Craft,MAEVA,GB
235117458,Pleasure Craft,Pleasure Craft,MARUZZELLA,GB
235117348,Sailing Vessel,Sailing Vessel,POLLYS KETTLE,GB
235116688,Pleasure Craft,Pleasure Craft,VON B,GB
235116462,Tug,Tug,SHAWLIFE,GB
235115853,Sailing Vessel,Sailing Vessel,LIDDLE NANA,GB
235115423,Sailing Vessel,Yacht,DAHLAK,GB
235114765,Pleasure Craft,Pleasure Craft,CHARISMA II,GB
235114758,Pleasure Craft,Pleasure Craft,KOHUBA,GB
235114413,Pleasure Craft,Pleasure Craft,AL JUBAIL,GB
235114412,Other,Other,MY SAFAD,GB
235114248,Pleasure Craft,Pleasure Craft,BRIGHT ON SEA,GB
235113771,Tanker,Oil or Chemical Tanker,BRITISH ENGINEER,GB
235112807,Sailing Vessel,Sailing Vessel,SEA YOU,GB
235112536,Pleasure Craft,Yacht,LADY A,GB
235112524,Pleasure Craft,Yacht,11 11,GB
235112247,Pleasure Craft,Yacht,ATLANTE,GB
235112204,Sailing Vessel,Sailing Vessel,VANESSA,GB
235112188,Sailing Vessel,Sailing Vessel,CIGNO ROSSO KATAWA,GB
235112091,Pleasure Craft,Pleasure Craft,7 SECONDS,GB
235112055,Sailing Vessel,Sailing Vessel,LANCASTRIANA,GB
235111506,Sailing Vessel,Sailing Vessel,THEA,GB
235110971,Sailing Vessel,Sailing Vessel,ONE SHOT OF COWES,GB
235110531,Sailing Vessel,Sailing Vessel,TIGA BELAS,GB
235109539,Sailing Vessel,Sailing Vessel,UP TO YOU,GB
235108582,Other,Yacht,AQUILA,GB
235108526,Tanker,Crude Oil Tanker,KMARIN RENOWN,GB
235108436,Other,Other,AMITY,GB
235108116,Sailing Vessel,Sailing Vessel,SAVOIR FAIRE,GB
235107591,Sailing Vessel,Sailing Vessel,ALOHA FROM HELVETICA,GB
235107425,Pleasure Craft,Pleasure Craft,BLUFF,GB
235106925,Sailing Vessel,Sailing Vessel,VAGABOND,GB
235106821,Sailing Vessel,Sailing Vessel,BALLYTRIM,GB
235105726,Sailing Vessel,Sailing Vessel,OLLI,GB
235105357,Pleasure Craft,Pleasure Craft,NO PROBLEM OF LONDON,GB
235105218,Pleasure Craft,Pleasure Craft,EDIS 2,GB
235104843,Pleasure Craft,Pleasure Craft,NIMROD OF LONDON,GB
235104723,Pleasure Craft,Yacht,ZENOBIA,GB
235104692,Pleasure Craft,Pleasure Craft,SASSY,GB
235104491,Pleasure Craft,Yacht,GO,GB
235101649,Sailing Vessel,Sailing Vessel,ISY71,GB
235101024,Pleasure Craft,Yacht,MONOKINI,GB
235100877,Sailing Vessel,Yacht,LUNAR,GB
235100652,Pleasure Craft,Pleasure Craft,DOUDOU,GB
235100343,Pleasure Craft,Pleasure Craft,FORTUNA STAR,GB
235099749,Pleasure Craft,Yacht,NAIA,GB
235098889,Pleasure Craft,Pleasure Craft,CALLYTOO,GB
235098861,Sailing Vessel,Sailing Vessel,ANEMOS,GB
235098687,Pleasure Craft,Pleasure Craft,LADY MARGARET II,GB
235097876,Sailing Vessel,Sailing Vessel,MAGIC CARPET CUBED,GB
235097772,Pleasure Craft,Pleasure Craft,LAETITIA DELTA,GB
235096069,Sailing Vessel,Sailing Vessel,JETHOU 77,GB
235096000,Pleasure Craft,Yacht,FAIR LADY,GB
235095441,,,,
235094449,Tanker - Hazard D (Recognizable),LPG Tanker,HAPPY PELICAN,GB
235094063,Sailing Vessel,Sailing Vessel,KHUJADA 2,GB
235093836,Sailing Vessel,Sailing Vessel,BLUE MANGO,GB
235092984,Sailing Vessel,Sailing Vessel,BO BRIDGET,GB
235092916,Pleasure Craft,Pleasure Craft,SAVARAS,GB
235092626,Pleasure Craft,Pleasure Craft,MEME,GB
235092429,Sailing Vessel,Sailing Vessel,MENAOUCHICQ8,GB
235092187,Sailing Vessel,Sailing Vessel,TETA,GB
235092125,Sailing Vessel,Sailing Vessel,GAEL,GB
235091911,Sailing Vessel,Sailing Vessel,ESENSE,GB
235091621,Sailing Vessel,Sailing Vessel,BLUE GRIFFIN,GB
235091277,Pleasure Craft,Pleasure Craft,JOANNE OF GARTH,GB
235091169,Pleasure Craft,Pleasure Craft,MAXIMUS,GB
235090553,Sailing Vessel,Sailing Vessel,FREEDOM S,GB
235090291,Sailing Vessel,Sailing Vessel,MIDNIGHT,GB
235088159,Pleasure Craft,Pleasure Craft,L FORLIFE,GB
235088041,Cargo,General Cargo,STAR MAIA,GB
235088016,Pleasure Craft,Yacht,SEANNA,GB
235087938,Sailing Vessel,Sailing Vessel,RYOKAN,GB
235087467,Sailing Vessel,Sailing Vessel,SALUKI,GB
235085866,Other,Yacht,BLANCA,GB
235085441,Pleasure Craft,Pleasure Craft,3SASSY,GB
235085327,Sailing Vessel,Sailing Vessel,STRUANA,GB
235085287,Sailing Vessel,Yacht,FIDELIS,GB
235083348,Sailing Vessel,Sailing Vessel,AEGIR,GB
235081874,Sailing Vessel,Sailing Vessel,CALEDONIA,GB
235081535,Pleasure Craft,Pleasure Craft,ADASTRA OF RYE,GB
235081036,Pleasure Craft,Yacht,TITANIA,GB
235079977,Pleasure Craft,Yacht,A.B.NORMAL,GB
235079798,Sailing Vessel,Sailing Vessel,SHADOW OF COWES,GB
235079444,,,,
235079268,Sailing Vessel,Sailing Vessel,ENDURANCE,GB
235079002,Pleasure Craft,Pleasure Craft,OCEAN DELTA 11,GB
235078772,Sailing Vessel,Sailing Vessel,ORIANDA,GB
235077185,Pleasure Craft,Yacht,BATON ROUGE,GB
235076997,Sailing Vessel,Yacht,ATLANTIC,GB
235075965,Sailing Vessel,Sailing Vessel,SEA DRAGON,GB
235075032,Pleasure Craft,Yacht,NAHLIN,GB
235074591,Pleasure Craft,Yacht,VICKY,GB
235074534,Sailing Vessel,Yacht,ELENA OF LONDON,GB
235074322,Pleasure Craft,Pleasure Craft,SIKOY,GB
235073639,Sailing Vessel,Sailing Vessel,SHALEN,GB
235072521,Pleasure Craft,Pleasure Craft,PARADOX,GB
235071712,Sailing Vessel,Sailing Vessel,DREAM ON,GB
235070865,Pleasure Craft,Yacht,SILVER ANGEL,GB
235070283,Tanker,Oil or Chemical Tanker,ERIN SCHULTE,GB
235069277,Sailing Vessel,Sailing Vessel,STORMY WEATHER,GB
235068963,Tanker - Hazard B,Oil or Chemical Tanker,EMMY SCHULTE,GB
235068295,Pleasure Craft,Yacht,KATHLEEN ANNE,GB
235068058,Pleasure Craft,Pleasure Craft,SEAZEN II,GB
235066164,Pleasure Craft,Yacht,ST.DAVID,GB
235065507,Unspecified,Unspecified,Z,GB
235065022,Pleasure Craft,Yacht,HANA,GB
235064865,Sailing Vessel,Sailing Vessel,MAGIC DRAGON,GB
235064733,Sailing Vessel,Sailing Vessel,FILANDO,GB
235062658,,,,
235061837,Pleasure Craft,Pleasure Craft,ONYX,GB
235061675,Tanker,Chemical Tanker,STANLEY PARK,GB
235061577,Sailing Vessel,Sailing Vessel,SENSEI,GB
235060726,Sailing Vessel,Sailing Vessel,DISCO INFERNO 3,GB
235060543,Pleasure Craft,Pleasure Craft,BLACK AND WHITE,GB
235058496,Sailing Vessel,Sailing Vessel,TALINA,GB
235057247,Pleasure Craft,Yacht,MIRAGE,GB
235057245,Sailing Vessel,Sailing Vessel,AGAPI MAS,GB
235056694,Pleasure Craft,Pleasure Craft,IMPORTANT BUSINESS,GB
235056279,Sailing Vessel,Sailing Vessel,SUHAIL,GB
235056256,Sailing Vessel,Sailing Vessel,MOKSHA,GB
235056128,Sailing Vessel,Sailing Vessel,COPIHUE,GB
235055172,Pleasure Craft,Pleasure Craft,ELISABE3TH,GB
235054628,Pleasure Craft,Yacht,BLUE BIRD OF 1938,GB
235054597,Sailing Vessel,Sailing Vessel,SAHARET OF TYRE,GB
235054475,Pleasure Craft,Pleasure Craft,TT BLUE VISION,GB
235051488,Sailing Vessel,Sailing Vessel,LA LOEVIE,GB
235051244,Pleasure Craft,Pleasure Craft,GOSHAWK,GB
235048000,Pleasure Craft,Yacht,HEAVENLY DAZE,GB
235040042,Sailing Vessel,Sailing Vessel,TILLY MINT,GB
235039108,Sailing Vessel,Sailing Vessel,PAMPERO,GB
235038679,Pleasure Craft,Pleasure Craft,DIAMS,GB
235036634,Sailing Vessel,Sailing Vessel,OUTRAGEOUS,GB
235034826,Sailing Vessel,Sailing Vessel,ALICE,GB
235032000,Pleasure Craft,Pleasure Craft,HEMILEA,GB
235030922,Sailing Vessel,Sailing Vessel,HOPE,GB
235030555,Sailing Vessel,Sailing Vessel,YELLOWDRAMA IV,GB
235028675,Sailing Vessel,Sailing Vessel,CAPERCAILLIE,GB
235028472,Sailing Vessel,Sailing Vessel,KIANDA,GB
235021357,Sailing Vessel,Sailing Vessel,WINDRIFT,GB
235011760,Pleasure Craft,Yacht,ANTARA,GB
235011737,Sailing Vessel,Sailing Vessel,LESLIE FRANK,GB
235011240,Pleasure Craft,Yacht,ROSEHEARTY,GB
235011110,Pleasure Craft,Yacht,SIROCCO,GB
235010890,Pleasure Craft,Yacht,BINA,GB
235010730,Pleasure Craft,Yacht,DREAM,GB
235010020,Pleasure Craft,Yacht,MALAHNE,GB
235009800,Sailing Vessel,Sailing Vessel,FANCY,GB
235009705,Sailing Vessel,Sailing Vessel,AURA OF LIMINGTON,GB
235008475,Pleasure Craft,Pleasure Craft,BLUE ALBACOR,GB
235008242,Sailing Vessel,Sailing Vessel,SYLVIA,GB
235007990,Cargo,"Inland, Bulk Carrier maritime",VERITY,GB
235007542,Pleasure Craft,Yacht,SECRET LIFE,GB
235006725,Pleasure Craft,Pleasure Craft,SILVER ECHO,GB
235002692,Sailing Vessel,Sailing Vessel,FIN,GB
234201000,Pleasure Craft,Yacht,ATLANTICA SECONDA,GB
233785000,Sailing Vessel,Sailing Vessel,SELJM,GB
233731000,Pleasure Craft,Yacht,MICHAELA ROSE,GB
233505000,Pleasure Craft,Pleasure Craft,SEAWAY,GB
233219000,Pleasure Craft,Yacht,LADY BEATRICE,GB
232896000,Sailing Vessel,Sailing Vessel,GOOD JOB GUYS,GB
232856000,Pleasure Craft,Pleasure Craft,SENSE,GB
232690000,Sailing Vessel,Sailing Vessel,CIELO,GB
232398000,Sailing Vessel,Sailing Vessel,ADIX,GB
232318000,Pleasure Craft,Pleasure Craft,MY ALCOR,GB
232111000,Pleasure Craft,Yacht,CAPELLA C,GB
232059000,Pleasure Craft,Yacht,KALINGA,GB
232051329,Pleasure Craft,Pleasure Craft,4 EVER U,GB
232050913,Pleasure Craft,Pleasure Craft,GRANDPA 2,GB
232050713,Sailing Vessel,Sailing Vessel,WANDERER VI,GB
232050483,Pleasure Craft,Pleasure Craft,OLGA2,GB
